idx,im_loc,mos
75,(104)/(104)_0.9.png,0.9
76,(104)/(104)_1.0.png,1.0
77,(105)/(105)_0.0.png,0.0
78,(105)/(105)_0.1.png,0.1
79,(105)/(105)_0.2.png,0.2
80,(105)/(105)_0.3.png,0.3
81,(105)/(105)_0.4.png,0.4
82,(105)/(105)_0.5.png,0.5
83,(105)/(105)_0.6.png,0.6
84,(105)/(105)_0.7.png,0.7
85,(105)/(105)_0.8.png,0.8
86,(105)/(105)_0.9.png,0.9
87,(105)/(105)_1.0.png,1.0
88,(106)/(106)_0.0.png,0.0
89,(106)/(106)_0.1.png,0.1
90,(106)/(106)_0.2.png,0.2
91,(106)/(106)_0.3.png,0.3
92,(106)/(106)_0.4.png,0.4
93,(106)/(106)_0.5.png,0.5
94,(106)/(106)_0.6.png,0.6
95,(106)/(106)_0.7.png,0.7
96,(106)/(106)_0.8.png,0.8
97,(106)/(106)_0.9.png,0.9
98,(106)/(106)_1.0.png,1.0
99,(107)/(107)_0.0.png,0.0
100,(107)/(107)_0.1.png,0.1
101,(107)/(107)_0.2.png,0.2
102,(107)/(107)_0.3.png,0.3
103,(107)/(107)_0.4.png,0.4
104,(107)/(107)_0.5.png,0.5
105,(107)/(107)_0.6.png,0.6
106,(107)/(107)_0.7.png,0.7
107,(107)/(107)_0.8.png,0.8
108,(107)/(107)_0.9.png,0.9
109,(107)/(107)_1.0.png,1.0
110,(108)/(108)_0.0.png,0.0
111,(108)/(108)_0.1.png,0.1
112,(108)/(108)_0.2.png,0.2
113,(108)/(108)_0.3.png,0.3
114,(108)/(108)_0.4.png,0.4
115,(108)/(108)_0.5.png,0.5
116,(108)/(108)_0.6.png,0.6
117,(108)/(108)_0.7.png,0.7
118,(108)/(108)_0.8.png,0.8
119,(108)/(108)_0.9.png,0.9
120,(108)/(108)_1.0.png,1.0
121,(109)/(109)_0.0.png,0.0
122,(109)/(109)_0.1.png,0.1
123,(109)/(109)_0.2.png,0.2
124,(109)/(109)_0.3.png,0.3
125,(109)/(109)_0.4.png,0.4
126,(109)/(109)_0.5.png,0.5
127,(109)/(109)_0.6.png,0.6
128,(109)/(109)_0.7.png,0.7
129,(109)/(109)_0.8.png,0.8
130,(109)/(109)_0.9.png,0.9
131,(109)/(109)_1.0.png,1.0
132,(11)/(11)_0.0.png,0.0
133,(11)/(11)_0.1.png,0.1
134,(11)/(11)_0.2.png,0.2
135,(11)/(11)_0.3.png,0.3
136,(11)/(11)_0.4.png,0.4
137,(11)/(11)_0.5.png,0.5
138,(11)/(11)_0.6.png,0.6
139,(11)/(11)_0.7.png,0.7
140,(11)/(11)_0.8.png,0.8
141,(11)/(11)_0.9.png,0.9
142,(11)/(11)_1.0.png,1.0
143,(110)/(110)_0.0.png,0.0
144,(110)/(110)_0.1.png,0.1
145,(110)/(110)_0.2.png,0.2
146,(110)/(110)_0.3.png,0.3
147,(110)/(110)_0.4.png,0.4
148,(110)/(110)_0.5.png,0.5
149,(110)/(110)_0.6.png,0.6
150,(110)/(110)_0.7.png,0.7
151,(110)/(110)_0.8.png,0.8
152,(110)/(110)_0.9.png,0.9
153,(110)/(110)_1.0.png,1.0
154,(111)/(111)_0.0.png,0.0
155,(111)/(111)_0.1.png,0.1
156,(111)/(111)_0.2.png,0.2
157,(111)/(111)_0.3.png,0.3
158,(111)/(111)_0.4.png,0.4
159,(111)/(111)_0.5.png,0.5
160,(111)/(111)_0.6.png,0.6
161,(111)/(111)_0.7.png,0.7
162,(111)/(111)_0.8.png,0.8
163,(111)/(111)_0.9.png,0.9
164,(111)/(111)_1.0.png,1.0
165,(112)/(112)_0.0.png,0.0
166,(112)/(112)_0.1.png,0.1
167,(112)/(112)_0.2.png,0.2
168,(112)/(112)_0.3.png,0.3
169,(112)/(112)_0.4.png,0.4
170,(112)/(112)_0.5.png,0.5
171,(112)/(112)_0.6.png,0.6
172,(112)/(112)_0.7.png,0.7
173,(112)/(112)_0.8.png,0.8
174,(112)/(112)_0.9.png,0.9
175,(112)/(112)_1.0.png,1.0
176,(113)/(113)_0.0.png,0.0
177,(113)/(113)_0.1.png,0.1
178,(113)/(113)_0.2.png,0.2
179,(113)/(113)_0.3.png,0.3
180,(113)/(113)_0.4.png,0.4
181,(113)/(113)_0.5.png,0.5
182,(113)/(113)_0.6.png,0.6
183,(113)/(113)_0.7.png,0.7
184,(113)/(113)_0.8.png,0.8
185,(113)/(113)_0.9.png,0.9
186,(113)/(113)_1.0.png,1.0
187,(114)/(114)_0.0.png,0.0
188,(114)/(114)_0.1.png,0.1
189,(114)/(114)_0.2.png,0.2
190,(114)/(114)_0.3.png,0.3
191,(114)/(114)_0.4.png,0.4
192,(114)/(114)_0.5.png,0.5
193,(114)/(114)_0.6.png,0.6
194,(114)/(114)_0.7.png,0.7
195,(114)/(114)_0.8.png,0.8
196,(114)/(114)_0.9.png,0.9
197,(114)/(114)_1.0.png,1.0
198,(115)/(115)_0.0.png,0.0
199,(115)/(115)_0.1.png,0.1
200,(115)/(115)_0.2.png,0.2
201,(115)/(115)_0.3.png,0.3
202,(115)/(115)_0.4.png,0.4
203,(115)/(115)_0.5.png,0.5
204,(115)/(115)_0.6.png,0.6
205,(115)/(115)_0.7.png,0.7
206,(115)/(115)_0.8.png,0.8
207,(115)/(115)_0.9.png,0.9
208,(115)/(115)_1.0.png,1.0
209,(116)/(116)_0.0.png,0.0
210,(116)/(116)_0.1.png,0.1
211,(116)/(116)_0.2.png,0.2
212,(116)/(116)_0.3.png,0.3
213,(116)/(116)_0.4.png,0.4
214,(116)/(116)_0.5.png,0.5
215,(116)/(116)_0.6.png,0.6
216,(116)/(116)_0.7.png,0.7
217,(116)/(116)_0.8.png,0.8
218,(116)/(116)_0.9.png,0.9
219,(116)/(116)_1.0.png,1.0
220,(117)/(117)_0.0.png,0.0
221,(117)/(117)_0.1.png,0.1
222,(117)/(117)_0.2.png,0.2
223,(117)/(117)_0.3.png,0.3
224,(117)/(117)_0.4.png,0.4
225,(117)/(117)_0.5.png,0.5
226,(117)/(117)_0.6.png,0.6
227,(117)/(117)_0.7.png,0.7
228,(117)/(117)_0.8.png,0.8
229,(117)/(117)_0.9.png,0.9
230,(117)/(117)_1.0.png,1.0
231,(118)/(118)_0.0.png,0.0
232,(118)/(118)_0.1.png,0.1
233,(118)/(118)_0.2.png,0.2
234,(118)/(118)_0.3.png,0.3
235,(118)/(118)_0.4.png,0.4
236,(118)/(118)_0.5.png,0.5
237,(118)/(118)_0.6.png,0.6
238,(118)/(118)_0.7.png,0.7
239,(118)/(118)_0.8.png,0.8
240,(118)/(118)_0.9.png,0.9
241,(118)/(118)_1.0.png,1.0
242,(119)/(119)_0.0.png,0.0
243,(119)/(119)_0.1.png,0.1
244,(119)/(119)_0.2.png,0.2
245,(119)/(119)_0.3.png,0.3
246,(119)/(119)_0.4.png,0.4
247,(119)/(119)_0.5.png,0.5
248,(119)/(119)_0.6.png,0.6
249,(119)/(119)_0.7.png,0.7
250,(119)/(119)_0.8.png,0.8
251,(119)/(119)_0.9.png,0.9
252,(119)/(119)_1.0.png,1.0
253,(12)/(12)_0.0.png,0.0
254,(12)/(12)_0.1.png,0.1
255,(12)/(12)_0.2.png,0.2
256,(12)/(12)_0.3.png,0.3
257,(12)/(12)_0.4.png,0.4
258,(12)/(12)_0.5.png,0.5
259,(12)/(12)_0.6.png,0.6
260,(12)/(12)_0.7.png,0.7
261,(12)/(12)_0.8.png,0.8
262,(12)/(12)_0.9.png,0.9
263,(12)/(12)_1.0.png,1.0
264,(120)/(120)_0.0.png,0.0
265,(120)/(120)_0.1.png,0.1
266,(120)/(120)_0.2.png,0.2
267,(120)/(120)_0.3.png,0.3
268,(120)/(120)_0.4.png,0.4
269,(120)/(120)_0.5.png,0.5
270,(120)/(120)_0.6.png,0.6
271,(120)/(120)_0.7.png,0.7
272,(120)/(120)_0.8.png,0.8
273,(120)/(120)_0.9.png,0.9
274,(120)/(120)_1.0.png,1.0
275,(121)/(121)_0.0.png,0.0
276,(121)/(121)_0.1.png,0.1
277,(121)/(121)_0.2.png,0.2
278,(121)/(121)_0.3.png,0.3
279,(121)/(121)_0.4.png,0.4
280,(121)/(121)_0.5.png,0.5
281,(121)/(121)_0.6.png,0.6
282,(121)/(121)_0.7.png,0.7
283,(121)/(121)_0.8.png,0.8
284,(121)/(121)_0.9.png,0.9
285,(121)/(121)_1.0.png,1.0
286,(122)/(122)_0.0.png,0.0
287,(122)/(122)_0.1.png,0.1
288,(122)/(122)_0.2.png,0.2
289,(122)/(122)_0.3.png,0.3
290,(122)/(122)_0.4.png,0.4
291,(122)/(122)_0.5.png,0.5
292,(122)/(122)_0.6.png,0.6
293,(122)/(122)_0.7.png,0.7
294,(122)/(122)_0.8.png,0.8
295,(122)/(122)_0.9.png,0.9
296,(122)/(122)_1.0.png,1.0
297,(123)/(123)_0.0.png,0.0
298,(123)/(123)_0.1.png,0.1
299,(123)/(123)_0.2.png,0.2
300,(123)/(123)_0.3.png,0.3
301,(123)/(123)_0.4.png,0.4
302,(123)/(123)_0.5.png,0.5
303,(123)/(123)_0.6.png,0.6
304,(123)/(123)_0.7.png,0.7
305,(123)/(123)_0.8.png,0.8
306,(123)/(123)_0.9.png,0.9
307,(123)/(123)_1.0.png,1.0
308,(124)/(124)_0.0.png,0.0
309,(124)/(124)_0.1.png,0.1
310,(124)/(124)_0.2.png,0.2
311,(124)/(124)_0.3.png,0.3
312,(124)/(124)_0.4.png,0.4
313,(124)/(124)_0.5.png,0.5
314,(124)/(124)_0.6.png,0.6
315,(124)/(124)_0.7.png,0.7
316,(124)/(124)_0.8.png,0.8
317,(124)/(124)_0.9.png,0.9
318,(124)/(124)_1.0.png,1.0
319,(125)/(125)_0.0.png,0.0
320,(125)/(125)_0.1.png,0.1
321,(125)/(125)_0.2.png,0.2
322,(125)/(125)_0.3.png,0.3
323,(125)/(125)_0.4.png,0.4
324,(125)/(125)_0.5.png,0.5
325,(125)/(125)_0.6.png,0.6
326,(125)/(125)_0.7.png,0.7
327,(125)/(125)_0.8.png,0.8
328,(125)/(125)_0.9.png,0.9
329,(125)/(125)_1.0.png,1.0
330,(126)/(126)_0.0.png,0.0
331,(126)/(126)_0.1.png,0.1
332,(126)/(126)_0.2.png,0.2
333,(126)/(126)_0.3.png,0.3
334,(126)/(126)_0.4.png,0.4
335,(126)/(126)_0.5.png,0.5
336,(126)/(126)_0.6.png,0.6
337,(126)/(126)_0.7.png,0.7
338,(126)/(126)_0.8.png,0.8
339,(126)/(126)_0.9.png,0.9
340,(126)/(126)_1.0.png,1.0
341,(127)/(127)_0.0.png,0.0
342,(127)/(127)_0.1.png,0.1
343,(127)/(127)_0.2.png,0.2
344,(127)/(127)_0.3.png,0.3
345,(127)/(127)_0.4.png,0.4
346,(127)/(127)_0.5.png,0.5
347,(127)/(127)_0.6.png,0.6
348,(127)/(127)_0.7.png,0.7
349,(127)/(127)_0.8.png,0.8
350,(127)/(127)_0.9.png,0.9
351,(127)/(127)_1.0.png,1.0
352,(128)/(128)_0.0.png,0.0
353,(128)/(128)_0.1.png,0.1
354,(128)/(128)_0.2.png,0.2
355,(128)/(128)_0.3.png,0.3
356,(128)/(128)_0.4.png,0.4
357,(128)/(128)_0.5.png,0.5
358,(128)/(128)_0.6.png,0.6
359,(128)/(128)_0.7.png,0.7
360,(128)/(128)_0.8.png,0.8
361,(128)/(128)_0.9.png,0.9
362,(128)/(128)_1.0.png,1.0
363,(129)/(129)_0.0.png,0.0
364,(129)/(129)_0.1.png,0.1
365,(129)/(129)_0.2.png,0.2
366,(129)/(129)_0.3.png,0.3
367,(129)/(129)_0.4.png,0.4
368,(129)/(129)_0.5.png,0.5
369,(129)/(129)_0.6.png,0.6
370,(129)/(129)_0.7.png,0.7
371,(129)/(129)_0.8.png,0.8
372,(129)/(129)_0.9.png,0.9
373,(129)/(129)_1.0.png,1.0
374,(13)/(13)_0.0.png,0.0
375,(13)/(13)_0.1.png,0.1
376,(13)/(13)_0.2.png,0.2
377,(13)/(13)_0.3.png,0.3
378,(13)/(13)_0.4.png,0.4
379,(13)/(13)_0.5.png,0.5
380,(13)/(13)_0.6.png,0.6
381,(13)/(13)_0.7.png,0.7
382,(13)/(13)_0.8.png,0.8
383,(13)/(13)_0.9.png,0.9
384,(13)/(13)_1.0.png,1.0
385,(130)/(130)_0.0.png,0.0
386,(130)/(130)_0.1.png,0.1
387,(130)/(130)_0.2.png,0.2
388,(130)/(130)_0.3.png,0.3
389,(130)/(130)_0.4.png,0.4
390,(130)/(130)_0.5.png,0.5
391,(130)/(130)_0.6.png,0.6
392,(130)/(130)_0.7.png,0.7
393,(130)/(130)_0.8.png,0.8
394,(130)/(130)_0.9.png,0.9
395,(130)/(130)_1.0.png,1.0
396,(131)/(131)_0.0.png,0.0
397,(131)/(131)_0.1.png,0.1
398,(131)/(131)_0.2.png,0.2
399,(131)/(131)_0.3.png,0.3
400,(131)/(131)_0.4.png,0.4
401,(131)/(131)_0.5.png,0.5
402,(131)/(131)_0.6.png,0.6
403,(131)/(131)_0.7.png,0.7
404,(131)/(131)_0.8.png,0.8
405,(131)/(131)_0.9.png,0.9
406,(131)/(131)_1.0.png,1.0
407,(132)/(132)_0.0.png,0.0
408,(132)/(132)_0.1.png,0.1
409,(132)/(132)_0.2.png,0.2
410,(132)/(132)_0.3.png,0.3
411,(132)/(132)_0.4.png,0.4
412,(132)/(132)_0.5.png,0.5
413,(132)/(132)_0.6.png,0.6
414,(132)/(132)_0.7.png,0.7
415,(132)/(132)_0.8.png,0.8
416,(132)/(132)_0.9.png,0.9
417,(132)/(132)_1.0.png,1.0
418,(133)/(133)_0.0.png,0.0
419,(133)/(133)_0.1.png,0.1
420,(133)/(133)_0.2.png,0.2
421,(133)/(133)_0.3.png,0.3
422,(133)/(133)_0.4.png,0.4
423,(133)/(133)_0.5.png,0.5
424,(133)/(133)_0.6.png,0.6
425,(133)/(133)_0.7.png,0.7
426,(133)/(133)_0.8.png,0.8
427,(133)/(133)_0.9.png,0.9
428,(133)/(133)_1.0.png,1.0
429,(134)/(134)_0.0.png,0.0
430,(134)/(134)_0.1.png,0.1
431,(134)/(134)_0.2.png,0.2
432,(134)/(134)_0.3.png,0.3
433,(134)/(134)_0.4.png,0.4
434,(134)/(134)_0.5.png,0.5
435,(134)/(134)_0.6.png,0.6
436,(134)/(134)_0.7.png,0.7
437,(134)/(134)_0.8.png,0.8
438,(134)/(134)_0.9.png,0.9
439,(134)/(134)_1.0.png,1.0
440,(135)/(135)_0.0.png,0.0
441,(135)/(135)_0.1.png,0.1
442,(135)/(135)_0.2.png,0.2
443,(135)/(135)_0.3.png,0.3
444,(135)/(135)_0.4.png,0.4
445,(135)/(135)_0.5.png,0.5
446,(135)/(135)_0.6.png,0.6
447,(135)/(135)_0.7.png,0.7
448,(135)/(135)_0.8.png,0.8
449,(135)/(135)_0.9.png,0.9
450,(135)/(135)_1.0.png,1.0
451,(136)/(136)_0.0.png,0.0
452,(136)/(136)_0.1.png,0.1
453,(136)/(136)_0.2.png,0.2
454,(136)/(136)_0.3.png,0.3
455,(136)/(136)_0.4.png,0.4
456,(136)/(136)_0.5.png,0.5
457,(136)/(136)_0.6.png,0.6
458,(136)/(136)_0.7.png,0.7
459,(136)/(136)_0.8.png,0.8
460,(136)/(136)_0.9.png,0.9
461,(136)/(136)_1.0.png,1.0
462,(137)/(137)_0.0.png,0.0
463,(137)/(137)_0.1.png,0.1
464,(137)/(137)_0.2.png,0.2
465,(137)/(137)_0.3.png,0.3
466,(137)/(137)_0.4.png,0.4
467,(137)/(137)_0.5.png,0.5
468,(137)/(137)_0.6.png,0.6
469,(137)/(137)_0.7.png,0.7
470,(137)/(137)_0.8.png,0.8
471,(137)/(137)_0.9.png,0.9
472,(137)/(137)_1.0.png,1.0
473,(138)/(138)_0.0.png,0.0
474,(138)/(138)_0.1.png,0.1
475,(138)/(138)_0.2.png,0.2
476,(138)/(138)_0.3.png,0.3
477,(138)/(138)_0.4.png,0.4
478,(138)/(138)_0.5.png,0.5
479,(138)/(138)_0.6.png,0.6
480,(138)/(138)_0.7.png,0.7
481,(138)/(138)_0.8.png,0.8
482,(138)/(138)_0.9.png,0.9
483,(138)/(138)_1.0.png,1.0
484,(139)/(139)_0.0.png,0.0
485,(139)/(139)_0.1.png,0.1
486,(139)/(139)_0.2.png,0.2
487,(139)/(139)_0.3.png,0.3
488,(139)/(139)_0.4.png,0.4
489,(139)/(139)_0.5.png,0.5
490,(139)/(139)_0.6.png,0.6
491,(139)/(139)_0.7.png,0.7
492,(139)/(139)_0.8.png,0.8
493,(139)/(139)_0.9.png,0.9
494,(139)/(139)_1.0.png,1.0
495,(14)/(14)_0.0.png,0.0
496,(14)/(14)_0.1.png,0.1
497,(14)/(14)_0.2.png,0.2
498,(14)/(14)_0.3.png,0.3
499,(14)/(14)_0.4.png,0.4
500,(14)/(14)_0.5.png,0.5
501,(14)/(14)_0.6.png,0.6
502,(14)/(14)_0.7.png,0.7
503,(14)/(14)_0.8.png,0.8
504,(14)/(14)_0.9.png,0.9
505,(14)/(14)_1.0.png,1.0
506,(140)/(140)_0.0.png,0.0
507,(140)/(140)_0.1.png,0.1
508,(140)/(140)_0.2.png,0.2
509,(140)/(140)_0.3.png,0.3
510,(140)/(140)_0.4.png,0.4
511,(140)/(140)_0.5.png,0.5
512,(140)/(140)_0.6.png,0.6
513,(140)/(140)_0.7.png,0.7
514,(140)/(140)_0.8.png,0.8
515,(140)/(140)_0.9.png,0.9
516,(140)/(140)_1.0.png,1.0
517,(141)/(141)_0.0.png,0.0
518,(141)/(141)_0.1.png,0.1
519,(141)/(141)_0.2.png,0.2
520,(141)/(141)_0.3.png,0.3
521,(141)/(141)_0.4.png,0.4
522,(141)/(141)_0.5.png,0.5
523,(141)/(141)_0.6.png,0.6
524,(141)/(141)_0.7.png,0.7
525,(141)/(141)_0.8.png,0.8
526,(141)/(141)_0.9.png,0.9
527,(141)/(141)_1.0.png,1.0
528,(142)/(142)_0.0.png,0.0
529,(142)/(142)_0.1.png,0.1
530,(142)/(142)_0.2.png,0.2
531,(142)/(142)_0.3.png,0.3
532,(142)/(142)_0.4.png,0.4
533,(142)/(142)_0.5.png,0.5
534,(142)/(142)_0.6.png,0.6
535,(142)/(142)_0.7.png,0.7
536,(142)/(142)_0.8.png,0.8
537,(142)/(142)_0.9.png,0.9
538,(142)/(142)_1.0.png,1.0
539,(143)/(143)_0.0.png,0.0
540,(143)/(143)_0.1.png,0.1
541,(143)/(143)_0.2.png,0.2
542,(143)/(143)_0.3.png,0.3
543,(143)/(143)_0.4.png,0.4
544,(143)/(143)_0.5.png,0.5
545,(143)/(143)_0.6.png,0.6
546,(143)/(143)_0.7.png,0.7
547,(143)/(143)_0.8.png,0.8
548,(143)/(143)_0.9.png,0.9
549,(143)/(143)_1.0.png,1.0
550,(144)/(144)_0.0.png,0.0
551,(144)/(144)_0.1.png,0.1
552,(144)/(144)_0.2.png,0.2
553,(144)/(144)_0.3.png,0.3
554,(144)/(144)_0.4.png,0.4
555,(144)/(144)_0.5.png,0.5
556,(144)/(144)_0.6.png,0.6
557,(144)/(144)_0.7.png,0.7
558,(144)/(144)_0.8.png,0.8
559,(144)/(144)_0.9.png,0.9
560,(144)/(144)_1.0.png,1.0
561,(145)/(145)_0.0.png,0.0
562,(145)/(145)_0.1.png,0.1
563,(145)/(145)_0.2.png,0.2
564,(145)/(145)_0.3.png,0.3
565,(145)/(145)_0.4.png,0.4
566,(145)/(145)_0.5.png,0.5
567,(145)/(145)_0.6.png,0.6
568,(145)/(145)_0.7.png,0.7
569,(145)/(145)_0.8.png,0.8
570,(145)/(145)_0.9.png,0.9
571,(145)/(145)_1.0.png,1.0
572,(146)/(146)_0.0.png,0.0
573,(146)/(146)_0.1.png,0.1
574,(146)/(146)_0.2.png,0.2
575,(146)/(146)_0.3.png,0.3
576,(146)/(146)_0.4.png,0.4
577,(146)/(146)_0.5.png,0.5
578,(146)/(146)_0.6.png,0.6
579,(146)/(146)_0.7.png,0.7
580,(146)/(146)_0.8.png,0.8
581,(146)/(146)_0.9.png,0.9
582,(146)/(146)_1.0.png,1.0
583,(147)/(147)_0.0.png,0.0
584,(147)/(147)_0.1.png,0.1
585,(147)/(147)_0.2.png,0.2
586,(147)/(147)_0.3.png,0.3
587,(147)/(147)_0.4.png,0.4
588,(147)/(147)_0.5.png,0.5
589,(147)/(147)_0.6.png,0.6
590,(147)/(147)_0.7.png,0.7
591,(147)/(147)_0.8.png,0.8
592,(147)/(147)_0.9.png,0.9
593,(147)/(147)_1.0.png,1.0
594,(148)/(148)_0.0.png,0.0
595,(148)/(148)_0.1.png,0.1
596,(148)/(148)_0.2.png,0.2
597,(148)/(148)_0.3.png,0.3
598,(148)/(148)_0.4.png,0.4
599,(148)/(148)_0.5.png,0.5
600,(148)/(148)_0.6.png,0.6
601,(148)/(148)_0.7.png,0.7
602,(148)/(148)_0.8.png,0.8
603,(148)/(148)_0.9.png,0.9
604,(148)/(148)_1.0.png,1.0
605,(149)/(149)_0.0.png,0.0
606,(149)/(149)_0.1.png,0.1
607,(149)/(149)_0.2.png,0.2
608,(149)/(149)_0.3.png,0.3
609,(149)/(149)_0.4.png,0.4
610,(149)/(149)_0.5.png,0.5
611,(149)/(149)_0.6.png,0.6
612,(149)/(149)_0.7.png,0.7
613,(149)/(149)_0.8.png,0.8
614,(149)/(149)_0.9.png,0.9
615,(149)/(149)_1.0.png,1.0
616,(15)/(15)_0.0.png,0.0
617,(15)/(15)_0.1.png,0.1
618,(15)/(15)_0.2.png,0.2
619,(15)/(15)_0.3.png,0.3
620,(15)/(15)_0.4.png,0.4
621,(15)/(15)_0.5.png,0.5
622,(15)/(15)_0.6.png,0.6
623,(15)/(15)_0.7.png,0.7
624,(15)/(15)_0.8.png,0.8
625,(15)/(15)_0.9.png,0.9
626,(15)/(15)_1.0.png,1.0
627,(150)/(150)_0.0.png,0.0
628,(150)/(150)_0.1.png,0.1
629,(150)/(150)_0.2.png,0.2
630,(150)/(150)_0.3.png,0.3
631,(150)/(150)_0.4.png,0.4
632,(150)/(150)_0.5.png,0.5
633,(150)/(150)_0.6.png,0.6
634,(150)/(150)_0.7.png,0.7
635,(150)/(150)_0.8.png,0.8
636,(150)/(150)_0.9.png,0.9
637,(150)/(150)_1.0.png,1.0
638,(151)/(151)_0.0.png,0.0
639,(151)/(151)_0.1.png,0.1
640,(151)/(151)_0.2.png,0.2
641,(151)/(151)_0.3.png,0.3
642,(151)/(151)_0.4.png,0.4
643,(151)/(151)_0.5.png,0.5
644,(151)/(151)_0.6.png,0.6
645,(151)/(151)_0.7.png,0.7
646,(151)/(151)_0.8.png,0.8
647,(151)/(151)_0.9.png,0.9
648,(151)/(151)_1.0.png,1.0
649,(152)/(152)_0.0.png,0.0
650,(152)/(152)_0.1.png,0.1
651,(152)/(152)_0.2.png,0.2
652,(152)/(152)_0.3.png,0.3
653,(152)/(152)_0.4.png,0.4
654,(152)/(152)_0.5.png,0.5
655,(152)/(152)_0.6.png,0.6
656,(152)/(152)_0.7.png,0.7
657,(152)/(152)_0.8.png,0.8
658,(152)/(152)_0.9.png,0.9
659,(152)/(152)_1.0.png,1.0
660,(153)/(153)_0.0.png,0.0
661,(153)/(153)_0.1.png,0.1
662,(153)/(153)_0.2.png,0.2
663,(153)/(153)_0.3.png,0.3
664,(153)/(153)_0.4.png,0.4
665,(153)/(153)_0.5.png,0.5
666,(153)/(153)_0.6.png,0.6
667,(153)/(153)_0.7.png,0.7
668,(153)/(153)_0.8.png,0.8
669,(153)/(153)_0.9.png,0.9
670,(153)/(153)_1.0.png,1.0
671,(154)/(154)_0.0.png,0.0
672,(154)/(154)_0.1.png,0.1
673,(154)/(154)_0.2.png,0.2
674,(154)/(154)_0.3.png,0.3
675,(154)/(154)_0.4.png,0.4
676,(154)/(154)_0.5.png,0.5
677,(154)/(154)_0.6.png,0.6
678,(154)/(154)_0.7.png,0.7
679,(154)/(154)_0.8.png,0.8
680,(154)/(154)_0.9.png,0.9
681,(154)/(154)_1.0.png,1.0
682,(155)/(155)_0.0.png,0.0
683,(155)/(155)_0.1.png,0.1
684,(155)/(155)_0.2.png,0.2
685,(155)/(155)_0.3.png,0.3
686,(155)/(155)_0.4.png,0.4
687,(155)/(155)_0.5.png,0.5
688,(155)/(155)_0.6.png,0.6
689,(155)/(155)_0.7.png,0.7
690,(155)/(155)_0.8.png,0.8
691,(155)/(155)_0.9.png,0.9
692,(155)/(155)_1.0.png,1.0
693,(156)/(156)_0.0.png,0.0
694,(156)/(156)_0.1.png,0.1
695,(156)/(156)_0.2.png,0.2
696,(156)/(156)_0.3.png,0.3
697,(156)/(156)_0.4.png,0.4
